,index,sample,batch,condition,variable,cell,direction,ilum,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
165,Current Density(mA/cm2)_a_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T7.JV_CR-T04-07_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),a,Reverse,Light,20.00185,20.00188,20.00191,20.00189,20.00183,20.00181,20.00179,20.00177,20.00179,20.00179,20.00174,20.00171,20.00173,20.00172,20.00171,20.00177,20.00168,20.00168,20.0016,20.00163,20.00163,20.00163,20.00163,20.0016,20.00155,20.00156,16.90412,13.11878,9.684758,6.664811,3.813259,1.310317,-0.89981,-2.830924,-4.515182,-5.973217,-7.227887,-8.284387,-9.172767,-9.965567,-10.63993,-11.21631,-11.70368,-12.11937,-12.4805,-12.79423,-13.0768,-13.32785,-13.56534,-13.78632,-13.99237,-14.18272,,,,,,,
166,Voltage (V)_a_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T7.JV_CR-T04-07_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),a,Forward,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
167,Current Density(mA/cm2)_a_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T7.JV_CR-T04-07_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),a,Forward,Light,20.00192,20.0019,20.00189,20.00188,20.00188,20.0019,20.00182,20.00182,20.00182,20.00177,20.00177,20.00174,20.00175,20.00173,20.00172,20.00171,20.00168,20.00165,20.00168,20.00165,20.00164,20.0016,20.0016,20.00157,20.00163,20.00158,19.76955,15.68123,11.90375,8.537992,5.418537,2.617673,0.2843451,-1.747086,-3.580822,-5.160655,-6.524483,-7.717972,-8.637658,-9.484067,-10.21944,-10.85396,-11.39623,-11.86686,-12.27799,-12.64162,-12.96482,-13.25367,-13.51302,-13.75306,-13.97333,-14.17768,,,,,,,
168,Voltage (V)_b_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T7.JV_CR-T04-07_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),b,Reverse,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
169,Current Density(mA/cm2)_b_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T7.JV_CR-T04-07_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),b,Reverse,Light,20.00193,20.00188,20.00193,20.00193,20.00183,20.00179,20.00184,20.0018,20.00184,20.00173,20.00171,20.00171,20.00165,20.00193,20.00174,20.00169,20.0016,20.00172,20.00174,20.00162,20.00165,20.0016,20.00155,20.00173,20.00159,20.00158,20.00155,20.00154,19.62647,17.63716,15.68688,13.70922,11.90672,10.09898,8.387508,6.916058,5.400302,4.002284,2.598669,1.216523,-0.1027458,-1.45772,-2.802777,-4.179132,-5.506298,-6.852094,-8.177729,-9.503575,-10.82185,-12.15045,-13.48166,-14.82474,,,,,,,
170,Voltage (V)_b_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T7.JV_CR-T04-07_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),b,Forward,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
171,Current Density(mA/cm2)_b_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T7.JV_CR-T04-07_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),b,Forward,Light,20.00197,20.00192,20.00189,20.00192,20.0019,20.00188,20.00188,20.00188,20.00184,20.00179,20.00178,20.00173,20.00175,20.00174,20.00171,20.00173,20.00168,20.00172,20.00167,20.00167,20.0016,20.00159,20.00159,20.00159,20.00158,20.00155,20.00155,20.00149,19.34689,17.39744,15.28345,13.39489,11.46206,10.09478,8.522767,6.991392,5.682196,4.231841,2.897412,1.559675,0.1395696,-1.184802,-2.548449,-3.929745,-5.307881,-6.681798,-8.055518,-9.392675,-10.75041,-12.1074,-13.46778,-14.82688,,,,,,,
172,Voltage (V)_e_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T7.JV_CR-T04-07_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),e,Reverse,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
173,Current Density(mA/cm2)_e_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T7.JV_CR-T04-07_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),e,Reverse,Light,20.00202,20.00198,20.00199,16.79427,12.26004,8.674692,5.94513,3.546462,1.702612,0.352792,-0.7999722,-1.987378,-2.953502,-3.820933,-4.621256,-5.378212,-6.10101,-6.769921,-7.44271,-8.079284,-8.698108,-9.185933,-9.669225,-10.10116,-10.47453,-10.79729,-11.07717,-11.32456,-11.53857,-11.74056,-11.92628,-12.09496,-12.24799,-12.38674,-12.51355,-12.62892,-12.73542,-12.8347,-12.9278,-13.01892,-13.11032,-13.1992,-13.28528,-13.36848,-13.44765,-13.52144,-13.59233,-13.65761,-13.71884,-13.77581,-13.8284,-13.87685,,,,,,,
174,Voltage (V)_e_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T7.JV_CR-T04-07_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),e,Forward,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
175,Current Density(mA/cm2)_e_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T7.JV_CR-T04-07_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),e,Forward,Light,20.00194,20.00192,20.00192,17.52557,13.2711,9.750875,7.179023,4.942496,3.067123,1.454553,0.444731,-0.6986959,-1.456727,-2.295811,-3.092529,-3.874334,-4.649143,-5.423933,-6.181127,-6.918356,-7.631291,-8.341183,-8.783225,-9.281833,-9.708358,-10.06879,-10.37723,-10.64772,-10.88736,-11.10821,-11.31871,-11.51578,-11.70067,-11.87452,-12.03718,-12.18827,-12.32916,-12.46083,-12.58302,-12.6963,-12.81004,-12.92249,-13.03318,-13.1415,-13.24737,-13.34966,-13.44829,-13.54242,-13.63039,-13.71487,-13.79416,-13.86707,,,,,,,
176,Voltage (V)_f_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T7.JV_CR-T04-07_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),f,Reverse,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
177,Current Density(mA/cm2)_f_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T7.JV_CR-T04-07_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),f,Reverse,Light,20.00194,20.00193,20.00194,20.00188,17.42946,13.30239,9.932858,7.248389,4.76699,2.758262,1.053137,-0.2707396,-1.513457,-2.792288,-3.885468,-4.879383,-5.803237,-6.672258,-7.484934,-8.253224,-8.935,-9.614558,-10.22099,-10.75702,-11.22644,-11.63273,-11.98262,-12.28164,-12.53734,-12.75055,-12.93245,-13.08323,-13.20582,-13.30237,-13.37552,-13.43073,-13.47049,-13.49984,-13.52234,-13.53957,-13.55401,-13.56868,-13.58219,-13.59368,-13.60528,-13.61527,-13.62577,-13.63692,-13.64527,-13.65507,-13.66564,-13.67492,,,,,,,
178,Voltage (V)_f_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T7.JV_CR-T04-07_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),f,Forward,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
179,Current Density(mA/cm2)_f_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T7.JV_CR-T04-07_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),f,Forward,Light,20.00191,20.00188,20.00189,20.00189,18.3882,14.66718,11.43511,8.55165,6.446691,4.382201,2.576513,0.9121792,-0.3027037,-1.362058,-2.493418,-3.558282,-4.576447,-5.565014,-6.528108,-7.440443,-8.355692,-9.064825,-9.783183,-10.41413,-10.95903,-11.42031,-11.80959,-12.1365,-12.40655,-12.63543,-12.82683,-12.98512,-13.1138,-13.2143,-13.29003,-13.34492,-13.38393,-13.41196,-13.43146,-13.44974,-13.46516,-13.47999,-13.49494,-13.50956,-13.52488,-13.5401,-13.55418,-13.56955,-13.58647,-13.60673,-13.63058,-13.66169,,,,,,,
180,Voltage (V)_a_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T8.JV_CR-T04-08_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),a,Reverse,Light,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,-2.220446e-16,-0.04,,,,,,,,,,,,,,,,,,,,,,
181,Current Density(mA/cm2)_a_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T8.JV_CR-T04-08_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),a,Reverse,Light,0.0005461648,0.0007130173,0.0007303403,0.0006609308,0.0005627025,0.0004540056,0.0003497509,0.0002540048,0.0001754311,0.0001191931,7.811423e-05,4.569168e-05,3.199527e-05,1.987057e-05,1.310336e-05,1.096983e-05,8.951892e-06,8.056608e-06,4.386418e-06,4.964325e-07,-4.269888e-06,-3.570714e-06,-7.569648e-06,-7.211535e-06,-1.086562e-05,-1.495172e-05,-1.997193e-05,-2.480173e-05,-2.625692e-05,-2.728673e-05,-3.095408e-05,-3.770518e-05,-3.920301e-05,-4.582527e-05,-5.149824e-05,-5.532286e-05,-6.246618e-05,,,,,,,,,,,,,,,,,,,,,,
182,Voltage (V)_a_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T8.JV_CR-T04-08_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),a,Forward,Light,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,-2.220446e-16,-0.04,,,,,,,,,,,,,,,,,,,,,,
183,Current Density(mA/cm2)_a_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T8.JV_CR-T04-08_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),a,Forward,Light,0.000798218,0.0005599948,0.0003780808,0.0002487032,0.0001541613,9.6181e-05,6.577542e-05,5.098571e-05,4.228582e-05,3.837973e-05,3.241212e-05,2.533133e-05,1.958161e-05,2.009036e-05,1.420991e-05,1.537425e-05,1.017213e-05,4.875271e-06,8.005448e-07,-6.034877e-06,-5.813187e-06,-5.54697e-06,-6.391095e-06,-1.300767e-05,-1.418433e-05,-1.934666e-05,-2.038973e-05,-2.044279e-05,-2.207419e-05,-2.409119e-05,-2.827487e-05,-3.523818e-05,-3.662422e-05,-4.676034e-05,-5.000232e-05,-5.285112e-05,-6.122415e-05,,,,,,,,,,,,,,,,,,,,,,
184,Voltage (V)_b_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T8.JV_CR-T04-08_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),b,Reverse,Light,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,-2.220446e-16,-0.04,,,,,,,,,,,,,,,,,,,,,,
185,Current Density(mA/cm2)_b_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T8.JV_CR-T04-08_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),b,Reverse,Light,0.0002705387,0.0002152282,0.0001703123,0.0001259982,9.519475e-05,7.127027e-05,5.484632e-05,4.137917e-05,3.253054e-05,2.821992e-05,2.358054e-05,1.632827e-05,1.584605e-05,9.540217e-06,2.466057e-06,1.207922e-06,-1.227817e-06,-1.435297e-06,-2.977648e-06,-1.063256e-05,-1.55931e-05,-1.314314e-05,-1.988762e-05,-2.157587e-05,-2.256494e-05,-2.7498e-05,-3.266886e-05,-3.828973e-05,-4.208497e-05,-3.999124e-05,-4.260603e-05,-4.779584e-05,-4.508631e-05,-4.92444e-05,-5.430726e-05,-5.700163e-05,-5.582023e-05,,,,,,,,,,,,,,,,,,,,,,
186,Voltage (V)_b_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T8.JV_CR-T04-08_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),b,Forward,Light,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,-2.220446e-16,-0.04,,,,,,,,,,,,,,,,,,,,,,
187,Current Density(mA/cm2)_b_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T8.JV_CR-T04-08_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),b,Forward,Light,9.197925e-05,8.781833e-05,7.603849e-05,7.64004e-05,6.849727e-05,5.866904e-05,5.581266e-05,5.324808e-05,4.990189e-05,4.672434e-05,3.925417e-05,3.272002e-05,3.328182e-05,2.536258e-05,2.467573e-05,2.039068e-05,1.398727e-05,8.896942e-06,2.428162e-06,-1.238239e-06,-1.796252e-06,-3.522398e-06,-1.140468e-05,-1.176659e-05,-1.715724e-05,-1.885781e-05,-1.871191e-05,-2.122059e-05,-2.126323e-05,-2.716073e-05,-3.078071e-05,-2.992806e-05,-3.783308e-05,-3.953554e-05,-3.992493e-05,-4.429334e-05,-5.252522e-05,,,,,,,,,,,,,,,,,,,,,,
188,Voltage (V)_e_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T8.JV_CR-T04-08_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),e,Reverse,Light,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,-2.220446e-16,-0.04,,,,,,,,,,,,,,,,,,,,,,
189,Current Density(mA/cm2)_e_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T8.JV_CR-T04-08_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),e,Reverse,Light,-1.098507,-1.552572,-1.931086,-2.283893,-2.632125,-2.972543,-3.309102,-3.640137,-3.965798,-4.281687,-4.589993,-4.867298,-5.160564,-5.45543,-5.743377,-6.025787,-6.304739,-6.579565,-6.849781,-7.114562,-7.371519,-7.618271,-7.831128,-8.052927,-8.272278,-8.481858,-8.697633,-8.847608,-9.054633,-9.268517,-9.480308,-9.693217,-9.900183,-10.09258,-10.28087,-10.46308,-10.63322,,,,,,,,,,,,,,,,,,,,,,
190,Voltage (V)_e_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T8.JV_CR-T04-08_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),e,Forward,Light,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,-2.220446e-16,-0.04,,,,,,,,,,,,,,,,,,,,,,
191,Current Density(mA/cm2)_e_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T8.JV_CR-T04-08_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),e,Forward,Light,-0.3307272,-0.7398214,-1.041966,-1.097964,-1.377904,-1.659253,-1.945181,-2.22472,-2.499243,-2.776252,-3.045243,-3.307802,-3.564829,-3.820091,-4.075035,-4.332387,-4.593917,-4.863822,-5.132425,-5.40592,-5.692946,-5.986109,-6.281274,-6.576389,-6.870342,-7.165156,-7.467733,-7.787667,-8.158993,-8.344575,-8.672433,-9.004517,-9.330258,-9.661108,-9.985008,-10.29724,-10.58641,,,,,,,,,,,,,,,,,,,,,,
192,Voltage (V)_f_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T8.JV_CR-T04-08_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),f,Reverse,Light,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,-2.220446e-16,-0.04,,,,,,,,,,,,,,,,,,,,,,
193,Current Density(mA/cm2)_f_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T8.JV_CR-T04-08_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),f,Reverse,Light,1.638886,1.040237,0.5990356,0.1476473,-0.2385113,-0.594982,-0.7999741,-1.161038,-1.480145,-1.776869,-2.059058,-2.329223,-2.589762,-2.843282,-3.091594,-3.31952,-3.559729,-3.805497,-4.048908,-4.289298,-4.526038,-4.758873,-4.985226,-5.204664,-5.418176,-5.610149,-5.813718,-6.024429,-6.237263,-6.453858,-6.673299,-6.904298,-7.140155,-7.381527,-7.626329,-7.868348,-8.114385,,,,,,,,,,,,,,,,,,,,,,
194,Voltage (V)_f_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T8.JV_CR-T04-08_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),f,Forward,Light,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,-2.220446e-16,-0.04,,,,,,,,,,,,,,,,,,,,,,
195,Current Density(mA/cm2)_f_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T8.JV_CR-T04-08_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),f,Forward,Light,2.184232,1.673534,1.211503,0.7693365,0.5282004,0.1784782,-0.1748951,-0.2984906,-0.5713905,-0.8526358,-1.001059,-1.226917,-1.44349,-1.652449,-1.856346,-2.056962,-2.256935,-2.45926,-2.665791,-2.869447,-3.076749,-3.297278,-3.524106,-3.758123,-3.998888,-4.247151,-4.50594,-4.779552,-5.073876,-5.384613,-5.706683,-6.064276,-6.442118,-6.837058,-7.243778,-7.654983,-8.055428,,,,,,,,,,,,,,,,,,,,,,
