,Voc(V),Jsc(mA/cm2),FF(%),PCE(%),V_mpp(V),J_mpp(mA/cm2),P_mpp(mW/cm2),R_series(Ohmcm2),R_shunt(Ohmcm2),sample,batch,condition,cell,direction,ilum
205,1.046303,-22.165837,79.487074,18.43479,0.88,-20.948625,-18.43479,0.004455,4.589145,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-19.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,a,Reverse,Light
206,1.046694,-22.154431,78.191266,18.131701,0.88,-20.604206,-18.13170128,0.004476,3.659782,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-19.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,a,Forward,Light
207,1.0337,-20.982456,71.741212,15.560351,0.86,-18.093431,-15.56035066,0.005214,0.445258,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-19.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,b,Reverse,Light
208,0.48,-19.920725,101.39051399999998,9.694908,0.46,-21.075887,-9.694908020000002,0.0,-0.393099,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-19.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,b,Forward,Light
209,1.043914,-22.881156,80.490095,19.225828,0.88,-21.847531,-19.22582728,0.00427,6.391174,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-20.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,b,Reverse,Light
210,1.044723,-22.882569,79.55795800000001,19.019082,0.88,-21.612594,-19.01908272,0.004385,5.984638,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-20.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,b,Forward,Light
211,1.040007,-22.142187,81.009096,18.654795,0.88,-21.198631,-18.65479528,0.003907,8.03948,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-20.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,c,Reverse,Light
212,1.040966,-22.135912,79.72638,18.371144,0.88,-20.8763,-18.371144,0.003981,7.660957,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-20.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,c,Forward,Light
213,1.039529,-23.078362,76.233346,18.288851,0.86,-21.266106,-18.28885116,0.005098,1.096512,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-20.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,d,Reverse,Light
214,1.039891,-23.092544,73.861529,17.736914,0.86,-20.624319,-17.73691434,0.005491,0.902228,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-20.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,d,Forward,Light
215,1.042911,-22.521181,81.220467,19.076728,0.88,-21.6781,-19.076728,0.003897,13.062494,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-20.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,f,Reverse,Light
216,1.043719,-22.511875,80.242608,18.853868,0.88,-21.42485,-18.853868,0.003993,21.003282,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-20.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,f,Forward,Light
217,1.053446,-22.7685,79.257615,19.01025,0.88,-21.602556,-19.01024928,0.00448,4.37614,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-21.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,a,Reverse,Light
218,1.053513,-22.755744,76.18287800000002,18.263679,0.88,-20.754181,-18.263679279999998,0.004578,3.25992,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-21.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,a,Forward,Light
219,1.043358,-22.965081,78.110206,18.715834,0.88,-21.267994,-18.71583472,0.004547,8.454159,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-21.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,b,Reverse,Light
220,1.04201,-22.963812,73.436269,17.572217,0.84,-20.919306,-17.572217039999998,0.00473,3.672081,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-21.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,b,Forward,Light
221,1.053272,-21.9986,79.70304,18.467608,0.88,-20.985919,-18.467608719999998,0.004671,4.707201,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-21.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,c,Reverse,Light
222,1.053411,-21.999931,76.991625,17.842792,0.88,-20.2759,-17.842792,0.004728,5.585106,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-21.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,c,Forward,Light
223,1.044894,-22.954406,78.261039,18.770856,0.88,-21.330519,-18.770856719999998,0.004735,3.329906,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-21.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,d,Reverse,Light
224,1.043932,-22.953019,74.766086,17.914993,0.86,-20.831388,-17.91499368,0.004817,6.355511,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-21.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,d,Forward,Light
225,1.048506,-22.229987,72.686526,16.941973,0.86,-19.699969,-16.94197334,0.005175,0.665803,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-21.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,e,Reverse,Light
226,1.050998,-22.224031,70.8765,16.554919,0.86,-19.249906,-16.55491916,0.005648,0.615314,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-21.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,e,Forward,Light
227,1.043856,-22.54025,79.209351,18.636992,0.88,-21.1784,-18.636992,0.004265,3.985588,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-21.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,f,Reverse,Light
228,1.042561,-22.546906,74.683327,17.555454,0.86,-20.413319,-17.55545434,0.004421,3.198629,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-21.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,f,Forward,Light
229,1.026648,-21.992413,66.017675,14.905775,0.76,-19.612862,-14.90577512,0.009388,10.099568,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-22.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,a,Reverse,Light
230,1.01528,-21.988162,64.050951,14.29883,0.74,-19.322744,-14.29883056,0.011328,3.85509,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-22.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,a,Forward,Light
231,0.07956,-14.489781,25.00152,0.288221,0.04,-7.205525,-0.288221,0.005467,0.005487,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-22.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,b,Reverse,Light
232,0.079564,-14.509987,24.952178,0.288067,0.04,-7.201675,-0.288067,0.005494,0.005485,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-22.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,b,Forward,Light
233,1.04329,-21.422362,79.341905,17.732698,0.88,-20.150794,-17.732698720000002,0.004168,8.124773,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-22.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,c,Reverse,Light
234,1.042859,-21.440987,77.681301,17.369479,0.86,-20.197069,-17.369479339999998,0.004311,7.813953,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-22.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,c,Forward,Light
235,0.238046,-19.416844,26.378287,1.219232,0.12,-10.160269,-1.21923228,0.011073,0.013213,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-22.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,d,Reverse,Light
236,0.237633,-19.424106,26.415426000000004,1.219283,0.12,-10.160694,-1.21928328,0.01112,0.013189,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-22.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,d,Forward,Light
237,0.020896,-5.692662,4.104829,0.004883,0.02,-0.244146,-0.00488292,0.003671,0.003669,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-22.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,e,Reverse,Light
238,0.020888,-5.729606,4.041097,0.004836,0.02,-0.241814,-0.00483628,0.00367,0.003668,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-22.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,e,Forward,Light
239,-0.04,-0.0,0.0,0.0,-0.04,-0.0,0.0,0.0,0.0,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-22.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,f,Reverse,Light
240,1.02491,-22.648231,69.275986,16.080615,0.82,-19.610506,-16.08061492,0.005638,1.482249,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-32.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,b,Reverse,Light
241,1.023096,-22.646113,65.874799,15.26263,0.8,-19.078287,-15.2626296,0.006323,1.345783,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-32.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,b,Forward,Light
242,1.03534,-22.701263,73.994315,17.391276,0.84,-20.7039,-17.391276,0.0057,2.109857,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-32.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,d,Reverse,Light
243,1.035863,-22.707712,69.899895,16.44191,0.8,-20.552387,-16.4419096,0.006666,1.89722,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-32.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,d,Forward,Light
244,1.00391,-22.342144,55.381707000000006,12.421845,0.8,-15.527306,-12.4218448,0.006969,0.281255,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-32.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,e,Reverse,Light
245,0.997569,-22.329381,54.246257,12.083404,0.78,-15.491544,-12.08340432,0.008157,0.260094,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-32.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,e,Forward,Light
246,0.783876,-22.013794,48.049924,8.291538,0.54,-15.3547,-8.291538000000001,0.011352,0.16185,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-32.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,f,Reverse,Light
247,0.772232,-22.004225,47.372691,8.049736,0.54,-14.906919,-8.049736260000001,0.01155,0.156028,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-32.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,f,Forward,Light
248,1.063067,-22.317887,78.870158,18.71227,0.88,-21.263944,-18.71227072,0.004264,4.851373,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-1.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,a,Reverse,Light
249,1.060963,-22.306581,77.406958,18.319488,0.88,-20.8176,-18.319488,0.004414,4.588675,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-1.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,a,Forward,Light
250,0.913109,-21.434169,47.507185,9.29798,0.68,-13.6735,-9.29798,0.008105,0.097276,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-1.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,b,Reverse,Light
251,0.903135,-21.431738,47.345656,9.164108,0.66,-13.885012,-9.164107920000001,0.008015,0.096122,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-1.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,b,Forward,Light
252,1.052608,-21.653194,79.374081,18.091198,0.9,-20.101331,-18.091197899999997,0.003932,8.498261,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-1.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,c,Reverse,Light
253,1.051384,-21.659056,77.83357,17.724245,0.88,-20.141187,-17.72424456,0.003958,13.563427,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-1.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,c,Forward,Light
254,0.06554,-11.469837,23.802893000000005,0.178934,0.04,-4.473344,-0.17893376,0.005728,0.005712,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-1.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,d,Reverse,Light
255,0.065558,-11.481275,23.751546,0.178774,0.04,-4.469355,-0.17877420000000002,0.005713,0.005712,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-1.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,d,Forward,Light
256,0.094273,-12.944531,24.376990000000003,0.297476,0.04,-7.436894,-0.29747576,0.007324,0.007265,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-1.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,e,Reverse,Light
257,0.0941,-12.958881,24.397070000000003,0.297507,0.04,-7.437663,-0.29750652,0.007261,0.007254,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-1.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,e,Forward,Light
258,1.046029,-21.666256,76.397268,17.314313,0.88,-19.675356,-17.31431328,0.003714,5.512828,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-1.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,f,Reverse,Light
259,1.045021,-21.665825,75.000613,16.981076,0.86,-19.745438,-16.98107668,0.003818,20.853375,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-1.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,f,Forward,Light
260,1.066662,-22.058988,79.274342,18.652837,0.88,-21.196406,-18.65283728,0.004444,16.442378,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-2.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,a,Reverse,Light
261,1.063259,-22.070081,78.141819,18.336928,0.88,-20.837419,-18.33692872,0.004618,9.299107,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-2.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,a,Forward,Light
262,1.067377,-21.772475,80.143219,18.624836,0.9,-20.694262,-18.6248358,0.004526,8.349641,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-2.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,b,Reverse,Light
263,1.066037,-21.781325,79.565214,18.474801,0.9,-20.527556,-18.4748004,0.004577,3.247279,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-2.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,b,Forward,Light
264,0.859602,-21.742381,70.173568,13.115289,0.66,-19.87165,-13.115289,0.005704,36.008038,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-2.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,c,Reverse,Light
265,0.853419,-21.744,69.36266,12.871456,0.66,-19.502206,-12.87145596,0.005622,17.567479,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-2.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,c,Forward,Light
266,1.058216,-22.038975,74.247728,17.316057,0.88,-19.677338,-17.316057439999998,0.00523,0.593741,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-2.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,d,Reverse,Light
267,1.055746,-22.037881,72.624034,16.897,0.86,-19.647675,-16.8970005,0.005501,0.610837,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-2.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,d,Forward,Light
268,0.820281,-21.514219,70.448251,12.432496,0.64,-19.425775,-12.432496,0.004896,-61.538462,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-2.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,e,Reverse,Light
269,0.816053,-21.516513,69.854835,12.265537,0.62,-19.783125,-12.265537499999999,0.005371,-14.364346,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-2.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,e,Forward,Light
270,1.060877,-21.960231,80.090269,18.658721,0.9,-20.731912,-18.6587208,0.004211,19.138483,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-2.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,f,Reverse,Light
271,1.060566,-21.957475,79.372669,18.483795,0.88,-21.004313,-18.48379544,0.004273,30.023456,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-2.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,f,Forward,Light
272,1.18977746,-21.3624125,77.79478626,19.772725,1.0,-19.772725,-19.772725,5.7048503,1571.57690904,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-2.JV_20-2.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,a,Forward,Light
273,1.18999711,-21.281225,77.90321603,19.728675,1.0,-19.728675,-19.728675,5.69678316,3871.50297276,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-2.JV_20-2.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,a,Reverse,Light
274,1.15928475,-18.91404375,75.04905819,16.45582875,0.95,-17.321925,-16.45582875,5.79771987,626.60556019,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-2.JV_20-2.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,c,Forward,Light
275,1.15985022,-19.15445625,73.36786389,16.299625,0.95,-17.1575,-16.299625,5.78413493,1511.85183852,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-2.JV_20-2.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,c,Reverse,Light
276,1.05029,-22.697756,72.087634,17.18513,0.8,-21.481413,-17.185130400000002,0.008544,9.05874,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-3.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,a,Reverse,Light
277,1.045913,-22.701438,71.831305,17.055426,0.82,-20.7993,-17.055425999999997,0.007694,5.732932,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-3.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,a,Forward,Light
278,1.038287,-22.240488,77.036456,17.789268,0.84,-21.1777,-17.789268,0.005727,5.948614,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-3.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,b,Reverse,Light
279,1.036421,-22.237719,75.517685,17.405036,0.84,-20.720281,-17.40503604,0.00553,5.417498,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-3.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,b,Forward,Light
280,1.037808,-22.6353,75.492926,17.734122,0.84,-21.11205,-17.734122,0.005968,2.46841,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-3.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,c,Reverse,Light
281,1.036401,-22.630888,73.998956,17.356216,0.84,-20.662163,-17.356216919999998,0.005907,2.445927,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-3.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,c,Forward,Light
282,1.030854,-22.713788,76.538401,17.921153,0.84,-21.334706,-17.92115304,0.00521,2.045382,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-3.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,d,Reverse,Light
283,1.030043,-22.716037,74.637073,17.463952,0.84,-20.790419,-17.46395196,0.005156,1.792765,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-3.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,d,Forward,Light
284,1.031578,-23.3637,77.255385,18.619692,0.84,-22.1663,-18.619692,0.00522,5.784377,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-3.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,e,Reverse,Light
285,1.030958,-23.351881,75.026201,18.06241,0.84,-21.502869,-18.06240996,0.005238,5.676994,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-3.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,e,Forward,Light
286,1.027235,-22.777863,77.470761,18.126785,0.84,-21.579506,-18.126785039999998,0.005104,7.609126,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-3.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,f,Reverse,Light
287,1.026778,-22.772125,75.204135,17.584166,0.84,-20.933531,-17.58416604,0.0051,6.328279,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-3.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,f,Forward,Light
288,0.045158,-6.970631,24.626873,0.077521,0.02,-3.876061,-0.07752122,0.006503,0.006487,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,a,Reverse,Light
289,0.045137,-6.978887,24.649278,0.077647,0.02,-3.882364,-0.07764728,0.00652,0.006483,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,a,Forward,Light
290,1.072412,-18.694944,70.974834,14.229517,0.86,-16.54595,-14.229517000000001,0.007482,1.496401,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,b,Reverse,Light
291,1.071521,-18.666106,67.599204,13.520598,0.84,-16.09595,-13.520597999999998,0.008321,0.836586,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,b,Forward,Light
292,1.064031,-22.156925,75.941317,17.903668,0.86,-20.818219,-17.90366834,0.005724,21.032864,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,c,Reverse,Light
293,1.070939,-22.160337,74.134316,17.593826,0.84,-20.945031,-17.59382604,0.006099,4.923077,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,c,Forward,Light
294,1.071364,-19.131,74.413632,15.252014,0.86,-17.7349,-15.252013999999999,0.007174,2.459376,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,d,Reverse,Light
295,1.076926,-19.174087,70.967126,14.654057,0.84,-17.445306,-14.654057039999998,0.00807,2.033406,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,d,Forward,Light
296,1.061892,-22.220956,75.967636,17.925523,0.86,-20.843631,-17.92552266,0.005158,2.703681,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,e,Reverse,Light
297,1.070737,-22.2488,73.663907,17.548665,0.86,-20.405425,-17.548665500000002,0.005661,4.164924,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,e,Forward,Light
298,1.06553,-18.222569,76.278245,14.810713,0.88,-16.830356,-14.810713279999998,0.006733,4.272567,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,f,Reverse,Light
299,1.073037,-18.197631,73.90528,14.431284,0.86,-16.780563,-14.43128418,0.007259,3.44748,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,f,Forward,Light
300,0.85646,-22.195894,51.246990999999994,9.742002,0.62,-15.712906,-9.74200172,0.011415,0.177632,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-5.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,a,Reverse,Light
301,0.824592,-22.17975,50.181503000000006,9.177815,0.58,-15.823819,-9.177815019999999,0.012939,0.177114,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-5.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,a,Forward,Light
302,0.129457,-15.146888,25.622375,0.50242,0.06,-8.373669,-0.5024201399999999,0.007978,0.008755,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-5.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,b,Reverse,Light
303,0.12917,-15.144175,25.545424999999998,0.499712,0.06,-8.328531,-0.49971185999999995,0.007966,0.008727,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-5.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,b,Forward,Light
304,1.018127,-22.294988,78.288542,17.770819,0.84,-21.155738,-17.770819919999997,0.004898,4.4188,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-5.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,c,Reverse,Light
305,1.019623,-22.289125,73.896418,16.794072,0.82,-20.480575,-16.7940715,0.005882,9.341118,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-5.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,c,Forward,Light
306,1.018841,-22.868394,74.977145,17.469111,0.82,-21.303794,-17.469111079999998,0.005928,4.38936,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-5.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,d,Reverse,Light
307,1.020261,-22.843494,69.189519,16.12554,0.78,-20.673769,-16.12553982,0.007854,3.229062,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-5.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,d,Forward,Light
308,0.88225,-22.5135,56.006049000000004,11.124216,0.64,-17.381587,-11.12421568,0.012498,0.215772,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-5.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,e,Reverse,Light
309,0.865548,-22.516819,54.161761,10.5558,0.6,-17.593,-10.5558,0.013557,0.223298,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-5.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,e,Forward,Light
310,1.004981,-22.5847,66.181328,15.0213,0.8,-18.776625,-15.0213,0.006201,0.249467,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-5.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,f,Reverse,Light
311,0.990708,-22.6027,61.20943,13.706424,0.76,-18.034769,-13.706424440000001,0.009323,0.229061,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-5.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,f,Forward,Light
