,Voc(V),Jsc(mA/cm2),FF(%),PCE(%),V_mpp(V),J_mpp(mA/cm2),P_mpp(mW/cm2),R_series(Ohmcm2),R_shunt(Ohmcm2),sample,batch,condition,cell,direction,ilum
99,0.989854,-21.289587,56.365849000000004,11.878308,0.64,-18.559856,-11.87830784,0.008958,0.985859,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-10.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,f,Forward,Light
100,1.064838,-19.77895,78.586307,16.551364,0.92,-17.990613,-16.55136396,0.003852,1.11552,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-11.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,e,Reverse,Light
101,1.062908,-19.769488,77.212065,16.224683,0.9,-18.027425,-16.2246825,0.003889,1.064219,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-11.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,e,Forward,Light
102,1.055583,-22.280431,76.890512,18.083764,0.88,-20.549731,-18.083763280000003,0.004819,6.377466,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-12.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,d,Reverse,Light
103,1.055247,-22.286019,71.10236,16.721324,0.84,-19.906337,-16.72132308,0.005545,4.00075,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-12.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,d,Forward,Light
104,1.06309,-21.168225,79.354322,17.857682,0.9,-19.841869,-17.857682099999998,0.00402,6.030908,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-13.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,a,Reverse,Light
105,1.062111,-21.178419,78.028191,17.551524,0.9,-19.501694,-17.5515246,0.00413,8.479816,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-13.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,a,Forward,Light
106,1.062053,-21.048225,78.764884,17.607364,0.9,-19.563737,-17.6073633,0.003954,3.988782,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-13.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,b,Reverse,Light
107,1.060603,-21.05685,77.168595,17.234038,0.9,-19.148931,-17.2340379,0.004093,2.624134,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-13.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,b,Forward,Light
108,1.048906,-20.414062,76.87999500000001,16.461873,0.86,-19.141713,-16.461873179999998,0.004541,34.688347,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-13.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,c,Reverse,Light
109,1.043319,-20.417356,73.05767,15.562606,0.84,-18.526912,-15.562606079999998,0.004828,13.371405,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-13.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,c,Forward,Light
110,0.427632,-19.888094,52.226379,4.441736,0.28,-15.863344,-4.44173632,0.006806,1.940884,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-13.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,d,Reverse,Light
111,0.413609,-19.8733,50.250445,4.130477,0.26,-15.88645,-4.130477,0.007066,1.163122,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-13.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,d,Forward,Light
112,1.059434,-21.087213,78.167265,17.462959,0.9,-19.403287,-17.4629583,0.004443,6.958539,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-13.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,e,Reverse,Light
113,1.057829,-21.098213,76.41168,17.053795,0.88,-19.379313,-17.05379544,0.004631,7.330483,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-13.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,e,Forward,Light
114,0.080778,-12.176538,25.091391,0.246799,0.04,-6.169962,-0.24679848000000001,0.006562,0.006664,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-13.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,f,Reverse,Light
115,0.080748,-12.188094,25.041202000000002,0.246445,0.04,-6.161136,-0.24644544000000002,0.006526,0.006662,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-13.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,f,Forward,Light
116,1.05861,-19.628419,78.440776,16.29909,0.9,-18.1101,-16.29909,0.004689,7.051047,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-14.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,b,Reverse,Light
117,1.054915,-19.6101,75.546463,15.628289,0.88,-17.759419,-15.62828872,0.004795,6.116598,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-14.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,b,Forward,Light
118,1.064205,-20.453806,80.146229,17.445471,0.9,-19.383856,-17.4454704,0.004059,12.019532,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-14.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,d,Reverse,Light
119,1.062954,-20.433619,78.603953,17.072781,0.9,-18.969756,-17.0727804,0.004149,11.144648,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-14.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,d,Forward,Light
120,1.065167,-19.952312,80.11319900000001,17.026093,0.9,-18.917881,-17.026092900000002,0.004399,7.877569,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-14.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,f,Reverse,Light
121,1.063744,-19.913769,78.478821,16.624282,0.9,-18.471425,-16.6242825,0.004507,11.073303,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-14.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,f,Forward,Light
122,0.144923,-15.587131,25.889474,0.584828,0.08,-7.310344,-0.58482752,0.008447,0.009898,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-15.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,a,Reverse,Light
123,0.14417,-15.561175,25.780561000000002,0.578377,0.08,-7.229713,-0.57837704,0.008569,0.009861,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-15.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,a,Forward,Light
124,0.024845,-7.218419,15.712759000000002,0.02818,0.02,-1.408985,-0.0281797,0.003439,0.00346,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-15.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,b,Reverse,Light
125,0.024837,-7.245813,15.609976,0.028093,0.02,-1.404641,-0.02809282,0.003444,0.00346,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-15.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,b,Forward,Light
126,0.047559,-9.629031,24.449746,0.111967,0.02,-5.598325,-0.1119665,0.004902,0.004948,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-15.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,c,Reverse,Light
127,0.04736,-9.633794,24.415068,0.111395,0.02,-5.569736,-0.11139472,0.004905,0.00494,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-15.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,c,Forward,Light
128,0.826641,-20.100463,57.790662000000005,9.602423,0.6,-16.004038,-9.602422800000001,0.007557,0.234421,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-15.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,d,Reverse,Light
129,0.813013,-20.090331,56.356477000000005,9.205099,0.6,-15.341831,-9.2050986,0.008119,0.213153,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-15.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,d,Forward,Light
130,0.145892,-14.741012,25.792563,0.554692,0.08,-6.93365,-0.5546920000000001,0.009032,0.010502,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-15.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,e,Reverse,Light
131,0.145338,-14.738031,25.722931,0.550983,0.08,-6.887288,-0.55098304,0.009125,0.010474,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-15.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,e,Forward,Light
132,0.635327,-19.861556,54.35250500000001,6.858511,0.44,-15.587525,-6.858511,0.007481,0.214117,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-15.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,f,Reverse,Light
133,0.607568,-19.868362,51.89856,6.264872,0.42,-14.916362,-6.264872039999999,0.007904,0.212304,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-15.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,f,Forward,Light
134,1.016233,-21.410106,55.63436900000001,12.10473,0.8,-15.130913,-12.104730400000001,0.007214,0.288511,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-1.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,a,Reverse,Light
135,1.009575,-21.40715,53.98719,11.667781,0.78,-14.958694,-11.66778132,0.007729,0.281927,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-1.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,a,Forward,Light
136,1.043668,-21.6495,80.665154,18.226198,0.9,-20.251331,-18.226197900000003,0.003909,7.185629,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-1.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,b,Reverse,Light
137,1.044479,-21.653287,79.233038,17.919669,0.9,-19.910744,-17.919669600000002,0.003957,8.3323,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-1.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,b,Forward,Light
138,1.044923,-21.342163,77.723333,17.333019,0.88,-19.696613,-17.33301944,0.004444,5.211322,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-1.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,c,Reverse,Light
139,1.045581,-21.33305,75.211908,16.776342,0.86,-19.507375,-16.7763425,0.004641,3.582185,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-1.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,c,Forward,Light
140,1.045215,-21.668581,79.096213,17.913967,0.88,-20.356781,-17.91396728,0.004142,4.616574,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-1.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,e,Reverse,Light
141,1.046265,-21.66185,77.626393,17.593268,0.88,-19.99235,-17.593268,0.004223,3.613243,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-1.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,e,Forward,Light
142,1.05306,-22.172294,78.728845,18.38221,0.88,-20.888875,-18.38221,0.005129,3.759966,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-6.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,a,Reverse,Light
143,1.053252,-22.151294,76.716593,17.898675,0.86,-20.812413,-17.898675179999998,0.00518,5.256468,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-6.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,a,Forward,Light
144,1.057154,-22.027719,78.93081,18.380373,0.88,-20.886788,-18.38037344,0.005292,14.273577,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-6.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,b,Reverse,Light
145,1.057533,-22.034094,76.886442,17.915914,0.88,-20.358994,-17.91591472,0.005332,3.693221,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-6.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,b,Forward,Light
146,1.058436,-22.161387,80.222811,18.817397,0.9,-20.908219,-18.8173971,0.004632,10.154892,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-6.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,d,Reverse,Light
147,1.058747,-22.163781,78.451821,18.409369,0.88,-20.919738,-18.40936944,0.004672,5.679153,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-6.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,d,Forward,Light
148,0.035513,-9.139106,24.592222,0.079817,0.02,-3.990831,-0.07981662,0.003887,0.003877,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-8.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,a,Reverse,Light
149,0.035482,-9.1683,24.568652,0.079924,0.02,-3.996193,-0.07992386,0.003874,0.003877,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-8.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,a,Forward,Light
150,0.136574,-17.066131,25.732831,0.599778,0.06,-9.996306,-0.5997783600000001,0.007337,0.008427,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-8.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,b,Reverse,Light
151,0.136441,-17.067481,25.69215,0.598295,0.08,-7.478694,-0.59829552,0.007292,0.008413,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-8.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,b,Forward,Light
152,1.046287,-21.712825,72.653602,16.505339,0.82,-20.128462,-16.505338839999997,0.007266,4.246244,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-8.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,c,Reverse,Light
153,1.045151,-21.7155,69.181246,15.70136,0.8,-19.6267,-15.701360000000001,0.008794,4.162408,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-8.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,c,Forward,Light
154,0.087944,-13.284438,24.992181,0.29198,0.04,-7.299494,-0.29197976000000003,0.006479,0.006654,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-8.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,d,Reverse,Light
155,0.087964,-13.289137,24.992464,0.292152,0.04,-7.303794,-0.29215176,0.006494,0.006656,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-8.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,d,Forward,Light
156,1.044374,-22.158337,76.972608,17.812685,0.86,-20.712425,-17.8126855,0.005233,4.733061,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-8.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,e,Reverse,Light
157,1.045382,-22.157763,74.465818,17.248759,0.84,-20.534237,-17.24875908,0.005853,4.796146,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-8.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,e,Forward,Light
158,-0.04,-0.0,0.0,3.828546,0.32,-11.964206,-3.8285459200000003,0.0,0.0,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-8.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,f,Reverse,Light
159,0.065066,-11.889256,23.689957,0.183263,0.04,-4.581571,-0.18326284,0.005458,0.005466,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,a,Reverse,Light
160,0.065041,-11.901331,23.680574,0.183305,0.04,-4.582627,-0.18330507999999998,0.005451,0.005464,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,a,Forward,Light
161,0.895314,-21.137238,45.346995,8.58168,0.64,-13.408875,-8.58168,0.012226,0.083716,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,b,Reverse,Light
162,0.869721,-21.12255,43.124781,7.922332,0.6,-13.203888,-7.9223327999999995,0.012479,0.07989,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,b,Forward,Light
163,1.02414,-22.134569,65.461866,14.839484,0.74,-20.053356,-14.83948344,0.011388,2.538603,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,c,Reverse,Light
164,1.016008,-22.129131,61.608729,13.851716,0.72,-19.238494,-13.85171568,0.015785,1.954113,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,c,Forward,Light
165,1.020845,-22.664062,69.577468,16.097784,0.82,-19.631444,-16.097784079999997,0.00624,1.593097,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,d,Reverse,Light
166,1.014536,-22.650244,65.884968,15.140024,0.78,-19.410287,-15.140023860000001,0.007787,1.500251,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,d,Forward,Light
167,0.756338,-22.0702,41.410788,6.912506,0.5,-13.825012,-6.912506,0.010453,0.157243,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,e,Reverse,Light
168,0.74542,-22.074731,41.593473,6.844179,0.48,-14.258706,-6.844178879999999,0.010529,0.157193,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,e,Forward,Light
169,1.033212,-22.193931,78.864834,18.084526,0.86,-21.028519,-18.08452634,0.004557,4.370376,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,f,Reverse,Light
170,1.034253,-22.17775,76.449386,17.535513,0.86,-20.390131,-17.53551266,0.004795,4.554388,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,f,Forward,Light
171,1.049211,-22.2701,77.415814,18.089009,0.86,-21.033731,-18.08900866,0.005166,5.32351,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,a,Reverse,Light
172,1.047649,-22.255244,76.339538,17.799092,0.86,-20.696619,-17.799092339999998,0.005041,3.190921,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,a,Forward,Light
173,0.398132,-29.97265,25.103999000000005,2.995681,0.2,-14.978406,-2.9956812,0.013285,0.017322,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,b,Reverse,Light
174,0.397514,-29.996512,25.081212000000004,2.990695,0.2,-14.953475,-2.990695,0.013308,0.017266,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,b,Forward,Light
175,1.042542,-21.621256,79.401493,17.897951,0.88,-20.338581,-17.89795128,0.00467,5.825495,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,c,Reverse,Light
176,1.041947,-21.612281,76.918271,17.321106,0.88,-19.683075,-17.321106,0.004625,3.507536,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,c,Forward,Light
177,1.032685,-21.392912,67.567436,14.927089,0.84,-17.770344,-14.92708896,0.005157,1.012002,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,d,Reverse,Light
178,1.031839,-21.380581,65.573592,14.466399,0.82,-17.64195,-14.466399000000001,0.005206,0.843604,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,d,Forward,Light
179,1.03988,-21.400744,80.042091,17.812729,0.88,-20.241737,-17.81272856,0.004578,8.992974,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,e,Reverse,Light
180,1.039618,-21.392581,76.385463,16.988214,0.86,-19.753737,-16.988213820000002,0.004627,6.052146,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,e,Forward,Light
181,1.042815,-21.062581,80.071727,17.587256,0.88,-19.985519,-17.58725672,0.004295,8.962091,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,f,Reverse,Light
182,1.042645,-21.061944,78.081419,17.146783,0.88,-19.484981,-17.14678328,0.00425,11.968476,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,f,Forward,Light
183,1.040858,-20.842,80.415622,17.445021,0.88,-19.823888,-17.44502144,0.004152,3.787676,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-16.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,b,Reverse,Light
184,1.03857,-20.839006,76.253977,16.503464,0.86,-19.190075,-16.5034645,0.00458,7.147605,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-16.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,b,Forward,Light
185,1.040268,-22.522906,78.829793,18.469709,0.88,-20.988306,-18.46970928,0.004275,7.511947,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-16.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,c,Reverse,Light
186,1.037093,-22.507263,74.559854,17.403858,0.86,-20.237044,-17.40385784,0.00465,3.615236,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-16.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,c,Forward,Light
187,1.042011,-22.836481,78.685388,18.72387,0.88,-21.277125,-18.72387,0.004157,3.78805,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-16.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,d,Reverse,Light
188,1.040722,-22.827231,74.463749,17.690205,0.86,-20.570006,-17.690205159999998,0.004271,2.258027,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-16.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,d,Forward,Light
189,1.037519,-22.529625,78.232937,18.286889,0.88,-20.780556,-18.28688928,0.004491,3.45377,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-16.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,e,Reverse,Light
190,1.034517,-22.522206,73.366588,17.094131,0.84,-20.350156,-17.094131039999997,0.004651,2.5133,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-16.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,e,Forward,Light
191,1.041837,-21.188844,81.643627,18.023091,0.9,-20.025656,-18.0230904,0.003681,31.758034,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-16.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,f,Reverse,Light
192,0.36,-21.127413,94.739368,7.205752,0.34,-21.193388,-7.20575192,0.0,-4.307968,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-16.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,f,Forward,Light
193,1.042779,-22.2696,76.353652,17.731048,0.88,-20.148919,-17.73104872,0.004481,0.922665,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-17.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,a,Reverse,Light
194,1.042965,-22.268925,74.638718,17.335373,0.88,-19.699288,-17.335373439999998,0.004491,0.758953,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-17.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,a,Forward,Light
195,1.042421,-22.442056,78.967633,18.473735,0.88,-20.992881,-18.47373528,0.004237,12.431782,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-17.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,b,Reverse,Light
196,1.041757,-22.433894,75.02857,17.534674,0.86,-20.389156,-17.534674159999998,0.004337,2.866619,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-17.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,b,Forward,Light
197,1.041324,-21.907712,79.991717,18.248532,0.88,-20.736969,-18.24853272,0.004096,6.015711,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-17.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,c,Reverse,Light
198,1.041485,-21.905044,76.29126,17.404911,0.86,-20.238269,-17.404911339999998,0.00415,4.919743,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-17.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,c,Forward,Light
199,0.120559,-14.626613,24.976781,0.440432,0.06,-7.340531,-0.44043186,0.008261,0.008221,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-17.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,d,Reverse,Light
200,0.120374,-14.652169,24.9565,0.440169,0.06,-7.33615,-0.440169,0.008273,0.008206,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-17.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,d,Forward,Light
201,0.054114,-12.560825,23.307059,0.158423,0.02,-7.92115,-0.158423,0.004313,0.004304,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-17.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,e,Reverse,Light
202,0.054087,-12.589012,23.260314,0.15838,0.02,-7.919013,-0.15838026,0.00431,0.004301,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-17.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,e,Forward,Light
203,1.038784,-22.280994,78.803104,18.239095,0.88,-20.726244,-18.23909472,0.00444,5.143415,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-17.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,f,Reverse,Light
204,1.038038,-22.272756,75.123132,17.368447,0.86,-20.195869,-17.36844734,0.004608,4.196918,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-17.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,f,Forward,Light
