# User Name: Osail
# Ambient Conditions: -1 °C, -1 % rH, -1 bar
# Sample Name: 12
# Pixel: manual
# JVL Recorded At: 20250411200940
# Voltage Range: -2.00-2.00 V
# Voltage Increment: 0.05 V
# Current Limit: 300.00 mA
# Delay: 0.1 s
# Integration Time: Auto s
# Pixel Area: 0.490 cm^2
# Inverted: No
# User Metadata: 

Voltage (V),LED Current (A),Abs. Current density (A/m^2),Pixel area = 0.490 cm^2
-2,-0.0634424,0
-1.95,-0.0462089,0
-1.9,-0.00258683,0
-1.85,-0.00191259,0
-1.8,-0.00166335,0
-1.75,-0.00146556,0
-1.7,-0.00131016,0
-1.65,-0.00118995,0
-1.6,-0.00107516,0
-1.55,-0.000986739,0
-1.5,-0.000907277,0
-1.45,-0.000838056,0
-1.4,-0.000775994,0
-1.35,-0.000719747,0
-1.3,-0.00066291,0
-1.25,-0.000611213,0
-1.2,-0.000564976,0
-1.15,-0.000522741,0
-1.1,-0.000483256,0
-1.05,-0.000445225,0
-0.999999999999999,-0.000410418,0
-0.949999999999999,-0.000376879,0
-0.899999999999999,-0.000345298,0
-0.849999999999999,-0.00031523,0
-0.799999999999999,-0.000288021,0
-0.749999999999999,-0.000262498,0
-0.699999999999999,-0.000236698,0
-0.649999999999999,-0.000213275,0
-0.599999999999999,-0.000191081,0
-0.549999999999999,-0.000169608,0
-0.499999999999999,-0.000149617,0
-0.449999999999999,-0.000130811,0
-0.399999999999999,-0.000113387,0
-0.349999999999999,-9.66789E-05,0
-0.299999999999999,-8.04751E-05,0
-0.249999999999999,-6.52969E-05,0
-0.199999999999999,-5.08953E-05,0
-0.149999999999999,-3.73338E-05,0
-0.0999999999999988,-2.43842E-05,0
-0.0499999999999988,-1.2054E-05,0
1.20736753927986E-15,-3.09992E-10,0
0.0500000000000012,7.08762E-09,0
0.100000000000001,2.46077E-05,0
0.150000000000001,3.75327E-05,0
0.200000000000001,5.20118E-05,0
0.250000000000001,6.67893E-05,0
0.300000000000001,8.27579E-05,0
0.350000000000001,9.91684E-05,0
0.400000000000001,0.000117763,0
0.450000000000001,0.000137877,0
0.500000000000001,0.000157774,0
0.550000000000001,0.000180205,0
0.600000000000001,0.000201571,0
0.650000000000001,0.000208928,0
0.700000000000001,0.000236498,0
0.750000000000001,0.000263473,0
0.800000000000001,0.000318049,0
0.850000000000002,0.000371603,0
0.900000000000002,0.000479321,0
0.950000000000002,0.000713111,0
1,0.00128195,0
1.05,0.00206129,0
1.1,0.0032473,0
1.15,0.00470129,0
1.2,0.00632791,0
1.25,0.00812171,0
1.3,0.0100171,0
1.35,0.0120066,0
1.4,0.0140654,0
1.45,0.0161803,0
1.5,0.0183394,0
1.55,0.0205439,0
1.6,0.0227852,0
1.65,0.0250536,0
1.7,0.0273529,0
1.75,0.0296771,0
1.8,0.0320206,0
1.85,0.0343867,0
1.9,0.0367715,0
1.95,0.0391718,0
2,0.0415901,0
