# User Name: Osail
# Ambient Conditions: -1 °C, -1 % rH, -1 bar
# Sample Name: 1
# Pixel: manual
# JVL Recorded At: 20250411195542
# Voltage Range: -2.00-2.00 V
# Voltage Increment: 0.05 V
# Current Limit: 300.00 mA
# Delay: 0.1 s
# Integration Time: Auto s
# Pixel Area: 0.490 cm^2
# Inverted: No
# User Metadata: 

Voltage (V),LED Current (A),Abs. Current density (A/m^2),Pixel area = 0.490 cm^2
-2,-2.52121E-06,0
-1.95,-2.55514E-06,0
-1.9,-2.49244E-06,0
-1.85,-2.44134E-06,0
-1.8,-2.35969E-06,0
-1.75,-2.29035E-06,0
-1.7,-2.21509E-06,0
-1.65,-2.14172E-06,0
-1.6,-2.06922E-06,0
-1.55,-1.99504E-06,0
-1.5,-1.92186E-06,0
-1.45,-1.85104E-06,0
-1.4,-1.77472E-06,0
-1.35,-1.69927E-06,0
-1.3,-1.62722E-06,0
-1.25,-1.55831E-06,0
-1.2,-1.48712E-06,0
-1.15,-1.41897E-06,0
-1.1,-1.34707E-06,0
-1.05,-1.28184E-06,0
-0.999999999999999,-1.20884E-06,0
-0.949999999999999,-1.14321E-06,0
-0.899999999999999,-1.07812E-06,0
-0.849999999999999,-1.01333E-06,0
-0.799999999999999,-9.50617E-07,0
-0.749999999999999,-8.87879E-07,0
-0.699999999999999,-8.26544E-07,0
-0.649999999999999,-7.67526E-07,0
-0.599999999999999,-7.08971E-07,0
-0.549999999999999,-6.50722E-07,0
-0.499999999999999,-5.94815E-07,0
-0.449999999999999,-5.40216E-07,0
-0.399999999999999,-4.86561E-07,0
-0.349999999999999,-4.33005E-07,0
-0.299999999999999,-3.80894E-07,0
-0.249999999999999,-3.29369E-07,0
-0.199999999999999,-2.78366E-07,0
-0.149999999999999,-2.26835E-07,0
-0.0999999999999988,-1.73275E-07,0
-0.0499999999999988,-1.08577E-07,0
1.20736753927986E-15,-4.38523E-10,0
0.0500000000000012,4.42763E-07,0
0.100000000000001,6.3474E-07,0
0.150000000000001,1.36296E-06,0
0.200000000000001,2.51714E-06,0
0.250000000000001,4.23435E-06,0
0.300000000000001,6.68415E-06,0
0.350000000000001,1.00538E-05,0
0.400000000000001,1.45692E-05,0
0.450000000000001,2.04692E-05,0
0.500000000000001,2.80369E-05,0
0.550000000000001,3.75933E-05,0
0.600000000000001,4.9625E-05,0
0.650000000000001,6.51208E-05,0
0.700000000000001,8.70862E-05,0
0.750000000000001,0.000127472,0
0.800000000000001,0.000232104,0
0.850000000000002,0.000523726,0
0.900000000000002,0.00116335,0
0.950000000000002,0.00219374,0
1,0.00353338,0
1.05,0.00508664,0
1.1,0.00678929,0
1.15,0.0085981,0
1.2,0.0104803,0
1.25,0.0124321,0
1.3,0.0144296,0
1.35,0.0164663,0
1.4,0.0185387,0
1.45,0.0206412,0
1.5,0.0227665,0
1.55,0.0249166,0
1.6,0.0270882,0
1.65,0.0292768,0
1.7,0.0314842,0
1.75,0.0337057,0
1.8,0.0359422,0
1.85,0.0381927,0
1.9,0.0404523,0
1.95,0.0427213,0
2,0.0450083,0
